,team,date,win,loss,ot,points,RW,ROW,SOW,goals,goals_against,power_play,penalty_kill,net_ppp,net_pkp,shots,shots_against,FOWp
1676,Colorado Avalanche,2022/02/10vs TBL,1,0,0,2,1,1,0,3,2,0.0,100.0,0.0,100.0,47.0,38.0,51.5
1677,Colorado Avalanche,2022/04/13vs LAK,1,0,0,2,1,1,0,9,3,100.0,100.0,100.0,100.0,35.0,32.0,48.1
1678,Colorado Avalanche,2022/01/02vs ANA,1,0,0,2,1,1,0,4,2,40.0,50.0,40.0,50.0,36.0,31.0,50.0
1679,Colorado Avalanche,2022/03/01vs NYI,1,0,0,2,1,1,0,5,3,33.3,100.0,33.3,100.0,43.0,31.0,46.0
1680,Colorado Avalanche,2024/03/19@ STL,1,0,0,2,1,1,0,4,3,33.3,100.0,33.3,100.0,35.0,33.0,47.5
1681,Colorado Avalanche,2022/12/11@ STL,1,0,0,2,0,1,0,3,2,0.0,75.0,-33.3,75.0,31.0,32.0,40.0
1682,Colorado Avalanche,2022/10/17@ MIN,1,0,0,2,1,1,0,6,3,50.0,50.0,50.0,75.0,38.0,39.0,44.8
1683,Colorado Avalanche,2023/04/06@ SJS,1,0,0,2,1,1,0,6,2,0.0,100.0,0.0,100.0,31.0,23.0,48.3
1684,Colorado Avalanche,2023/10/24@ NYI,1,0,0,2,1,1,0,7,4,33.3,80.0,33.3,80.0,38.0,32.0,37.9
1685,Colorado Avalanche,2024/02/20vs VAN,1,0,0,2,1,1,0,3,1,0.0,100.0,0.0,100.0,27.0,25.0,37.5
1686,Colorado Avalanche,2022/12/13vs PHI,1,0,0,2,1,1,0,3,2,0.0,100.0,0.0,150.0,25.0,28.0,50.0
1687,Colorado Avalanche,2022/04/16vs CAR,1,0,0,2,1,1,0,7,4,40.0,66.7,40.0,66.7,37.0,33.0,53.9
1688,Colorado Avalanche,2023/11/20@ NSH,0,1,0,0,0,0,0,3,4,25.0,100.0,25.0,125.0,29.0,30.0,43.5
1689,Colorado Avalanche,2022/10/13@ CGY,0,1,0,0,0,0,0,3,5,25.0,60.0,0.0,60.0,25.0,27.0,41.5
1690,Colorado Avalanche,2022/03/31vs SJS,1,0,0,2,1,1,0,4,2,25.0,100.0,25.0,100.0,46.0,27.0,62.8
1691,Colorado Avalanche,2022/01/30vs BUF,1,0,0,2,1,1,0,4,1,25.0,100.0,25.0,100.0,36.0,31.0,51.5
1692,Colorado Avalanche,2021/10/13vs CHI,1,0,0,2,1,1,0,4,2,0.0,66.7,0.0,66.7,36.0,34.0,43.6
1693,Colorado Avalanche,2022/12/17vs NSH,1,0,0,2,1,1,0,3,1,33.3,100.0,33.3,100.0,30.0,26.0,46.2
1694,Colorado Avalanche,2023/11/27vs TBL,1,0,0,2,1,1,0,4,1,20.0,100.0,20.0,100.0,23.0,39.0,51.7
1695,Colorado Avalanche,2022/04/22@ EDM,0,1,0,0,0,0,0,3,6,0.0,100.0,0.0,100.0,37.0,27.0,45.1
1696,Colorado Avalanche,2022/11/05@ CBJ,1,0,0,2,1,1,0,5,1,0.0,0.0,0.0,0.0,45.0,32.0,56.9
1697,Colorado Avalanche,2022/11/29@ WPG,0,1,0,0,0,0,0,0,5,0.0,50.0,0.0,50.0,40.0,23.0,37.0
1698,Colorado Avalanche,2023/12/11vs CGY,1,0,0,2,1,1,0,6,5,25.0,100.0,25.0,100.0,38.0,32.0,52.9
1699,Colorado Avalanche,2023/02/09@ TBL,0,1,0,0,0,0,0,0,5,0.0,33.3,0.0,33.3,30.0,32.0,30.7
1700,Colorado Avalanche,2022/02/19@ BUF,1,0,0,2,1,1,0,5,3,0.0,100.0,0.0,100.0,36.0,32.0,42.2
1701,Colorado Avalanche,2023/01/07@ EDM,1,0,0,2,0,1,0,3,2,0.0,60.0,0.0,60.0,46.0,30.0,45.5
1702,Colorado Avalanche,2023/01/14vs OTT,1,0,0,2,1,1,0,7,0,50.0,100.0,50.0,100.0,33.0,29.0,41.9
1703,Colorado Avalanche,2023/12/16@ WPG,0,1,0,0,0,0,0,2,6,25.0,50.0,25.0,50.0,32.0,25.0,58.8
1704,Colorado Avalanche,2023/12/07vs WPG,0,1,0,0,0,0,0,2,4,0.0,100.0,0.0,100.0,34.0,28.0,52.2
1705,Colorado Avalanche,2023/03/27@ ANA,1,0,0,2,1,1,0,5,1,33.3,100.0,33.3,100.0,44.0,30.0,46.4
1706,Colorado Avalanche,2023/04/11vs EDM,0,0,1,1,0,0,0,1,2,0.0,75.0,0.0,75.0,29.0,40.0,50.0
1707,Colorado Avalanche,2024/03/13@ VAN,1,0,0,2,0,1,0,4,3,50.0,100.0,50.0,100.0,34.0,21.0,42.9
1708,Colorado Avalanche,2022/12/09vs NYR,0,0,1,1,0,0,0,1,1,0.0,100.0,0.0,100.0,42.0,29.0,51.0
1709,Colorado Avalanche,2022/01/11@ NSH,0,0,1,1,0,0,0,4,5,33.3,60.0,33.3,60.0,44.0,32.0,50.8
1710,Colorado Avalanche,2022/12/29vs LAK,0,0,1,1,0,0,0,4,4,20.0,50.0,20.0,50.0,27.0,27.0,47.4
1711,Colorado Avalanche,2023/04/08@ LAK,1,0,0,2,1,1,0,4,3,0.0,50.0,0.0,50.0,23.0,41.0,44.2
1712,Colorado Avalanche,2022/02/23@ DET,1,0,0,2,1,1,0,5,2,0.0,66.7,0.0,66.7,31.0,34.0,42.6
1713,Colorado Avalanche,2023/11/25vs CGY,1,0,0,2,1,1,0,3,1,25.0,100.0,25.0,100.0,24.0,30.0,52.5
1714,Colorado Avalanche,2022/04/28vs NSH,0,0,1,1,0,0,0,4,4,16.7,75.0,16.7,75.0,46.0,37.0,40.9
1715,Colorado Avalanche,2023/11/07vs NJD,1,0,0,2,1,1,0,6,3,20.0,66.7,20.0,83.3,32.0,23.0,42.7
1716,Colorado Avalanche,2023/03/07vs SJS,1,0,0,2,1,1,0,6,0,20.0,100.0,20.0,100.0,43.0,13.0,47.5
1717,Colorado Avalanche,2023/03/01vs NJD,0,1,0,0,0,0,0,5,7,0.0,50.0,0.0,50.0,31.0,29.0,50.0
1718,Colorado Avalanche,2024/03/12@ CGY,1,0,0,2,1,1,0,6,2,25.0,100.0,25.0,100.0,38.0,27.0,63.2
1719,Colorado Avalanche,2022/12/27@ ARI,0,1,0,0,0,0,0,3,6,100.0,66.7,100.0,66.7,31.0,33.0,60.0
1720,Colorado Avalanche,2024/02/29@ CHI,1,0,0,2,1,1,0,5,0,100.0,100.0,100.0,100.0,33.0,24.0,42.6
1721,Colorado Avalanche,2024/02/22@ DET,0,0,1,1,0,0,0,1,2,0.0,75.0,0.0,75.0,31.0,30.0,46.9
1722,Colorado Avalanche,2023/12/03@ LAK,0,1,0,0,0,0,0,1,4,0.0,100.0,0.0,100.0,21.0,38.0,46.2
1723,Colorado Avalanche,2022/12/07vs BOS,0,1,0,0,0,0,0,0,4,0.0,100.0,0.0,100.0,23.0,37.0,53.3
1724,Colorado Avalanche,2022/10/12vs CHI,1,0,0,2,1,1,0,5,2,66.7,33.3,66.7,33.3,35.0,17.0,38.8
1725,Colorado Avalanche,2023/03/05vs SEA,0,0,1,1,0,0,0,2,3,0.0,100.0,0.0,100.0,23.0,35.0,57.9
1726,Colorado Avalanche,2022/01/14vs ARI,1,0,0,2,0,0,1,3,3,0.0,100.0,-20.0,100.0,47.0,26.0,55.2
1727,Colorado Avalanche,2024/02/27vs DAL,1,0,0,2,1,1,0,5,1,50.0,100.0,50.0,100.0,27.0,34.0,49.0
1728,Colorado Avalanche,2022/12/23@ NSH,1,0,0,2,0,1,0,3,2,0.0,66.7,0.0,66.7,46.0,39.0,50.8
1729,Colorado Avalanche,2023/03/24vs ARI,1,0,0,2,1,1,0,3,1,66.7,100.0,66.7,100.0,30.0,18.0,51.9
1730,Colorado Avalanche,2023/04/01vs DAL,1,0,0,2,1,1,0,5,2,33.3,60.0,33.3,60.0,32.0,28.0,55.8
1731,Colorado Avalanche,2023/03/20vs CHI,1,0,0,2,1,1,0,5,0,100.0,100.0,100.0,100.0,32.0,27.0,54.4
1732,Colorado Avalanche,2022/01/19@ ANA,1,0,0,2,1,1,0,2,0,0.0,100.0,0.0,100.0,28.0,34.0,46.2
1733,Colorado Avalanche,2023/02/18@ STL,1,0,0,2,1,1,0,4,1,50.0,100.0,50.0,100.0,33.0,20.0,43.4
1734,Colorado Avalanche,2023/02/15@ MIN,1,0,0,2,1,1,0,3,2,0.0,50.0,0.0,50.0,19.0,43.0,42.3
1735,Colorado Avalanche,2021/11/13vs SJS,1,0,0,2,1,1,0,6,2,20.0,50.0,20.0,100.0,31.0,30.0,48.4
1736,Colorado Avalanche,2021/10/16vs STL,0,1,0,0,0,0,0,3,5,0.0,50.0,0.0,50.0,32.0,28.0,51.6
1737,Colorado Avalanche,2023/10/11@ LAK,1,0,0,2,1,1,0,5,2,33.3,100.0,33.3,100.0,37.0,36.0,48.4
1738,Colorado Avalanche,2022/04/18vs WSH,0,1,0,0,0,0,0,2,3,0.0,50.0,0.0,50.0,26.0,27.0,50.9
1739,Colorado Avalanche,2023/01/12@ CHI,0,1,0,0,0,0,0,2,3,0.0,100.0,0.0,100.0,33.0,30.0,44.6
1740,Colorado Avalanche,2021/10/23@ TBL,1,0,0,2,0,0,1,3,3,16.7,100.0,16.7,100.0,27.0,32.0,47.7
1741,Colorado Avalanche,2021/12/06@ PHI,1,0,0,2,1,1,0,7,5,60.0,66.7,40.0,100.0,50.0,32.0,45.6
1742,Colorado Avalanche,2024/01/24vs WSH,1,0,0,2,1,1,0,6,2,50.0,100.0,50.0,120.0,31.0,25.0,54.7
1743,Colorado Avalanche,2023/02/11@ FLA,1,0,0,2,1,1,0,5,3,33.3,100.0,33.3,125.0,50.0,45.0,46.5
1744,Colorado Avalanche,2022/02/01vs ARI,0,0,1,1,0,0,0,2,2,0.0,100.0,0.0,100.0,40.0,24.0,41.0
1745,Colorado Avalanche,2023/10/26@ PIT,0,1,0,0,0,0,0,0,4,0.0,100.0,0.0,100.0,31.0,29.0,39.3
1746,Colorado Avalanche,2022/03/23vs VAN,0,1,0,0,0,0,0,1,3,20.0,100.0,20.0,100.0,33.0,27.0,43.5
1747,Colorado Avalanche,2022/10/22@ VGK,1,0,0,2,1,1,0,3,2,100.0,75.0,100.0,75.0,25.0,35.0,39.3
1748,Colorado Avalanche,2021/12/12vs FLA,1,0,0,2,1,1,0,3,2,50.0,75.0,50.0,75.0,26.0,31.0,45.6
1749,Colorado Avalanche,2023/12/13vs BUF,1,0,0,2,1,1,0,5,1,50.0,100.0,50.0,100.0,29.0,30.0,50.0
1750,Colorado Avalanche,2022/11/26vs DAL,1,0,0,2,1,1,0,4,1,25.0,80.0,25.0,80.0,36.0,42.0,36.8
1751,Colorado Avalanche,2022/10/25@ NYR,1,0,0,2,0,0,1,2,2,33.3,100.0,33.3,125.0,44.0,46.0,43.6
1752,Colorado Avalanche,2023/11/11vs STL,0,1,0,0,0,0,0,2,8,0.0,50.0,-66.7,50.0,38.0,42.0,51.5
1753,Colorado Avalanche,2023/04/09@ ANA,1,0,0,2,0,1,0,5,4,37.5,100.0,37.5,100.0,46.0,23.0,52.2
1754,Colorado Avalanche,2024/01/13@ TOR,1,0,0,2,1,1,0,5,3,25.0,100.0,25.0,100.0,33.0,29.0,51.0
1755,Colorado Avalanche,2022/03/07@ NYI,1,0,0,2,1,1,0,5,4,33.3,50.0,33.3,50.0,49.0,36.0,51.5
1756,Colorado Avalanche,2024/03/22vs CBJ,1,0,0,2,1,1,0,6,1,33.3,--,33.3,--,50.0,24.0,56.3
1757,Colorado Avalanche,2022/03/18@ SJS,1,0,0,2,1,1,0,5,3,100.0,100.0,100.0,100.0,29.0,28.0,46.3
1758,Colorado Avalanche,2022/03/27@ MIN,0,0,1,1,0,0,0,2,3,33.3,50.0,33.3,50.0,42.0,29.0,48.7
1759,Colorado Avalanche,2023/03/26@ ARI,1,0,0,2,0,0,1,3,3,33.3,100.0,33.3,100.0,32.0,30.0,47.6
1760,Colorado Avalanche,2021/10/19@ WSH,0,1,0,0,0,0,0,3,6,25.0,100.0,25.0,133.3,27.0,40.0,44.8
1761,Colorado Avalanche,2024/01/18@ BOS,0,1,0,0,0,0,0,2,5,0.0,66.7,0.0,66.7,32.0,31.0,50.8
1762,Colorado Avalanche,2021/11/24vs ANA,1,0,0,2,1,1,0,5,2,14.3,33.3,14.3,33.3,36.0,26.0,56.5
1763,Colorado Avalanche,2022/01/20@ LAK,1,0,0,2,1,1,0,4,1,100.0,80.0,100.0,80.0,27.0,41.0,46.4
1764,Colorado Avalanche,2024/01/16@ OTT,1,0,0,2,1,1,0,7,4,33.3,66.7,33.3,66.7,34.0,40.0,40.3
1765,Colorado Avalanche,2022/12/21vs MTL,1,0,0,2,0,1,0,2,1,50.0,100.0,50.0,100.0,36.0,20.0,55.8
1766,Colorado Avalanche,2023/02/07@ PIT,0,0,1,1,0,0,0,1,2,0.0,100.0,0.0,100.0,42.0,38.0,50.9
1767,Colorado Avalanche,2024/03/08vs MIN,1,0,0,2,0,1,0,2,1,25.0,100.0,25.0,100.0,40.0,30.0,50.0
1768,Colorado Avalanche,2021/11/27vs NSH,1,0,0,2,1,1,0,6,2,50.0,100.0,50.0,100.0,35.0,28.0,51.7
1769,Colorado Avalanche,2022/01/06vs WPG,1,0,0,2,1,1,0,7,1,75.0,80.0,75.0,80.0,42.0,35.0,47.2
1770,Colorado Avalanche,2022/11/19@ WSH,1,0,0,2,1,1,0,4,0,33.3,100.0,33.3,100.0,29.0,32.0,40.7
1771,Colorado Avalanche,2023/01/21@ SEA,1,0,0,2,0,0,1,1,1,0.0,100.0,0.0,100.0,27.0,27.0,46.8
1772,Colorado Avalanche,2023/12/09vs PHI,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,38.0,34.0,45.2
1773,Colorado Avalanche,2022/10/28@ NJD,0,1,0,0,0,0,0,0,1,0.0,66.7,0.0,66.7,24.0,23.0,29.2
1774,Colorado Avalanche,2022/01/24vs CHI,1,0,0,2,1,1,0,2,0,50.0,100.0,50.0,100.0,29.0,24.0,55.8
1775,Colorado Avalanche,2021/12/08@ NYR,1,0,0,2,1,1,0,7,3,20.0,80.0,20.0,80.0,39.0,30.0,49.0
1776,Colorado Avalanche,2023/01/16vs DET,1,0,0,2,1,1,0,6,3,50.0,100.0,50.0,100.0,27.0,29.0,37.7
1777,Colorado Avalanche,2023/11/09vs SEA,0,1,0,0,0,0,0,3,4,0.0,75.0,0.0,75.0,26.0,22.0,56.4
1778,Colorado Avalanche,2022/12/31vs TOR,0,1,0,0,0,0,0,2,6,0.0,75.0,0.0,75.0,28.0,32.0,41.2
1779,Colorado Avalanche,2022/11/14vs STL,0,1,0,0,0,0,0,2,3,20.0,50.0,20.0,50.0,47.0,39.0,48.4
1780,Colorado Avalanche,2024/03/06vs DET,1,0,0,2,1,1,0,7,2,33.3,50.0,33.3,50.0,54.0,29.0,52.9
1781,Colorado Avalanche,2022/03/03@ ARI,0,1,0,0,0,0,0,1,2,0.0,100.0,0.0,100.0,43.0,29.0,47.5
1782,Colorado Avalanche,2023/02/19vs EDM,1,0,0,2,0,1,0,6,5,0.0,100.0,0.0,100.0,42.0,40.0,53.2
1783,Colorado Avalanche,2022/02/25vs WPG,1,0,0,2,1,1,0,6,3,0.0,100.0,-25.0,100.0,42.0,29.0,47.1
1784,Colorado Avalanche,2023/03/11vs ARI,1,0,0,2,0,1,0,3,2,33.3,100.0,33.3,100.0,44.0,20.0,49.2
1785,Colorado Avalanche,2022/11/23vs VAN,0,1,0,0,0,0,0,3,4,33.3,100.0,33.3,100.0,36.0,25.0,47.2
1786,Colorado Avalanche,2024/01/02vs NYI,1,0,0,2,0,1,0,5,4,40.0,66.7,40.0,66.7,39.0,22.0,52.8
1787,Colorado Avalanche,2022/11/10vs NSH,1,0,0,2,1,1,0,5,3,66.7,50.0,66.7,50.0,35.0,35.0,44.9
1788,Colorado Avalanche,2023/10/14@ SJS,1,0,0,2,0,0,1,1,1,0.0,100.0,0.0,100.0,52.0,21.0,42.2
1789,Colorado Avalanche,2023/02/27vs VGK,1,0,0,2,1,1,0,3,0,0.0,100.0,0.0,100.0,34.0,31.0,42.9
1790,Colorado Avalanche,2023/04/14@ NSH,1,0,0,2,1,1,0,4,3,0.0,50.0,0.0,50.0,34.0,21.0,38.8
1791,Colorado Avalanche,2022/03/08@ NJD,0,1,0,0,0,0,0,3,5,50.0,50.0,25.0,50.0,26.0,43.0,47.8
1792,Colorado Avalanche,2023/12/05vs ANA,1,0,0,2,1,1,0,3,2,0.0,66.7,-33.3,66.7,30.0,33.0,53.9
1793,Colorado Avalanche,2022/11/12vs CAR,1,0,0,2,1,1,0,4,1,25.0,100.0,25.0,100.0,28.0,25.0,38.0
1794,Colorado Avalanche,2023/02/14vs TBL,0,0,1,1,0,0,0,3,3,0.0,100.0,0.0,100.0,46.0,35.0,46.3
1795,Colorado Avalanche,2021/12/10vs DET,1,0,0,2,1,1,0,7,3,0.0,75.0,0.0,75.0,47.0,40.0,50.0
1796,Colorado Avalanche,2022/12/19vs NYI,1,0,0,2,0,0,1,0,0,0.0,100.0,0.0,100.0,46.0,26.0,45.3
1797,Colorado Avalanche,2021/11/19@ SEA,1,0,0,2,1,1,0,7,3,50.0,50.0,50.0,75.0,30.0,28.0,36.9
1798,Colorado Avalanche,2023/03/04@ DAL,0,1,0,0,0,0,0,3,7,50.0,100.0,50.0,100.0,35.0,29.0,44.2
1799,Colorado Avalanche,2021/10/21@ FLA,0,1,0,0,0,0,0,1,4,0.0,80.0,0.0,80.0,31.0,38.0,40.3
1800,Colorado Avalanche,2022/04/05@ PIT,1,0,0,2,1,1,0,6,4,0.0,100.0,0.0,100.0,32.0,45.0,37.1
1801,Colorado Avalanche,2022/04/02vs PIT,1,0,0,2,1,1,0,3,2,--,100.0,--,100.0,38.0,40.0,55.6
1802,Colorado Avalanche,2022/04/09@ EDM,1,0,0,2,0,0,1,1,1,0.0,100.0,0.0,100.0,34.0,50.0,40.0
1803,Colorado Avalanche,2022/04/08@ WPG,1,0,0,2,0,1,0,5,4,33.3,66.7,33.3,66.7,37.0,43.0,48.4
1804,Colorado Avalanche,2024/01/10vs VGK,1,0,0,2,1,1,0,3,0,50.0,100.0,50.0,100.0,35.0,25.0,44.0
1805,Colorado Avalanche,2021/12/14vs NYR,1,0,0,2,1,1,0,4,2,16.7,100.0,16.7,100.0,31.0,28.0,46.4
1806,Colorado Avalanche,2023/11/22vs VAN,1,0,0,2,1,1,0,5,2,25.0,100.0,25.0,100.0,25.0,29.0,42.9
1807,Colorado Avalanche,2024/01/08vs BOS,1,0,0,2,0,0,1,3,3,16.7,66.7,16.7,66.7,36.0,26.0,45.0
1808,Colorado Avalanche,2023/11/01vs STL,1,0,0,2,1,1,0,4,1,33.3,100.0,33.3,100.0,28.0,28.0,49.2
1809,Colorado Avalanche,2022/10/29@ NYI,0,1,0,0,0,0,0,4,5,50.0,100.0,50.0,100.0,37.0,44.0,57.1
1810,Colorado Avalanche,2023/12/21vs OTT,1,0,0,2,1,1,0,6,4,80.0,83.3,80.0,83.3,39.0,45.0,56.3
1811,Colorado Avalanche,2023/11/13@ SEA,1,0,0,2,1,1,0,5,1,33.3,100.0,33.3,100.0,31.0,19.0,52.5
1812,Colorado Avalanche,2023/03/15@ TOR,1,0,0,2,0,0,1,1,1,20.0,100.0,20.0,100.0,29.0,18.0,45.6
1813,Colorado Avalanche,2023/01/24vs WSH,1,0,0,2,1,1,0,3,2,--,100.0,--,100.0,26.0,39.0,52.5
1814,Colorado Avalanche,2024/02/08@ CAR,0,1,0,0,0,0,0,2,5,0.0,80.0,0.0,80.0,27.0,27.0,44.4
1815,Colorado Avalanche,2023/01/28vs STL,1,0,0,2,1,1,0,4,2,0.0,50.0,0.0,50.0,31.0,28.0,54.2
1816,Colorado Avalanche,2024/01/26vs LAK,1,0,0,2,1,1,0,5,1,25.0,80.0,25.0,80.0,31.0,27.0,48.1
1817,Colorado Avalanche,2021/11/06@ CBJ,0,1,0,0,0,0,0,2,4,0.0,100.0,0.0,100.0,36.0,42.0,50.0
1818,Colorado Avalanche,2023/11/15vs ANA,1,0,0,2,1,1,0,8,2,25.0,100.0,25.0,100.0,38.0,17.0,45.0
1819,Colorado Avalanche,2022/04/14vs NJD,1,0,0,2,1,1,0,3,1,50.0,100.0,50.0,100.0,30.0,27.0,63.6
1820,Colorado Avalanche,2023/11/30@ ARI,0,0,1,1,0,0,0,3,4,66.7,66.7,66.7,66.7,31.0,32.0,57.8
1821,Colorado Avalanche,2022/02/26@ VGK,1,0,0,2,1,1,0,3,2,0.0,100.0,0.0,100.0,21.0,36.0,41.5
1822,Colorado Avalanche,2022/01/08vs TOR,1,0,0,2,0,1,0,5,4,0.0,0.0,0.0,0.0,49.0,27.0,35.4
1823,Colorado Avalanche,2024/03/26vs MTL,0,1,0,0,0,0,0,1,2,0.0,100.0,0.0,100.0,28.0,27.0,45.6
1824,Colorado Avalanche,2022/01/04@ CHI,1,0,0,2,0,1,0,4,3,0.0,33.3,0.0,33.3,33.0,31.0,53.3
1825,Colorado Avalanche,2022/04/24@ WPG,0,1,0,0,0,0,0,1,4,0.0,100.0,0.0,100.0,31.0,44.0,58.5
1826,Colorado Avalanche,2023/03/18@ DET,1,0,0,2,1,1,0,5,1,33.3,100.0,33.3,133.3,23.0,34.0,37.0
1827,Colorado Avalanche,2022/03/25vs PHI,1,0,0,2,1,1,0,6,3,33.3,100.0,33.3,100.0,51.0,31.0,59.4
1828,Colorado Avalanche,2021/10/30vs MIN,1,0,0,2,1,1,0,4,1,25.0,50.0,25.0,50.0,31.0,30.0,46.8
1829,Colorado Avalanche,2022/01/10vs SEA,1,0,0,2,1,1,0,4,3,0.0,50.0,0.0,50.0,35.0,26.0,52.1
1830,Colorado Avalanche,2024/03/04vs CHI,1,0,0,2,1,1,0,5,0,50.0,100.0,50.0,100.0,37.0,37.0,52.2
1831,Colorado Avalanche,2024/03/28vs NYR,0,0,1,1,0,0,0,2,2,0.0,66.7,0.0,66.7,40.0,25.0,54.0
1832,Colorado Avalanche,2024/02/13@ WSH,1,0,0,2,1,1,0,6,3,33.3,66.7,33.3,66.7,37.0,27.0,48.5
1833,Colorado Avalanche,2023/11/24@ MIN,1,0,0,2,1,1,0,3,2,16.7,80.0,16.7,80.0,25.0,21.0,50.0
1834,Colorado Avalanche,2022/10/21vs SEA,0,1,0,0,0,0,0,2,3,0.0,80.0,0.0,100.0,20.0,38.0,63.2
1835,Colorado Avalanche,2022/03/29@ CGY,1,0,0,2,1,1,0,2,1,66.7,80.0,66.7,80.0,30.0,45.0,31.9
1836,Colorado Avalanche,2022/12/15vs BUF,0,1,0,0,0,0,0,2,4,0.0,50.0,0.0,50.0,41.0,21.0,69.6
1837,Colorado Avalanche,2023/01/20@ VAN,1,0,0,2,1,1,0,4,1,50.0,100.0,50.0,100.0,29.0,29.0,47.4
1838,Colorado Avalanche,2023/12/02@ ANA,0,0,1,1,0,0,0,3,3,0.0,33.3,0.0,33.3,37.0,37.0,44.9
1839,Colorado Avalanche,2023/03/29vs MIN,0,1,0,0,0,0,0,2,4,0.0,100.0,-50.0,100.0,44.0,29.0,56.9
1840,Colorado Avalanche,2024/03/16@ EDM,1,0,0,2,0,1,0,3,2,0.0,100.0,0.0,100.0,43.0,34.0,36.7
1841,Colorado Avalanche,2022/02/15vs DAL,0,1,0,0,0,0,0,1,4,0.0,33.3,0.0,33.3,47.0,20.0,43.3
1842,Colorado Avalanche,2022/02/16@ VGK,1,0,0,2,1,1,0,2,0,33.3,100.0,33.3,100.0,25.0,29.0,39.3
1843,Colorado Avalanche,2023/12/31vs SJS,1,0,0,2,1,1,0,3,1,16.7,66.7,16.7,100.0,33.0,11.0,45.0
1844,Colorado Avalanche,2023/01/02vs VGK,0,1,0,0,0,0,0,2,3,0.0,100.0,0.0,100.0,29.0,28.0,45.1
1845,Colorado Avalanche,2023/11/04@ VGK,0,1,0,0,0,0,0,0,7,0.0,75.0,-66.7,75.0,41.0,34.0,48.7
1846,Colorado Avalanche,2021/11/17@ VAN,1,0,0,2,1,1,0,4,2,60.0,100.0,60.0,100.0,30.0,34.0,45.3
1847,Colorado Avalanche,2023/12/17vs SJS,1,0,0,2,1,1,0,6,2,50.0,50.0,50.0,50.0,29.0,27.0,61.8
1848,Colorado Avalanche,2022/10/19vs WPG,0,0,1,1,0,0,0,3,4,100.0,50.0,100.0,50.0,33.0,28.0,53.9
1849,Colorado Avalanche,2022/02/21@ BOS,0,1,0,0,0,0,0,1,5,25.0,66.7,25.0,66.7,29.0,45.0,38.7
1850,Colorado Avalanche,2021/10/28@ STL,1,0,0,2,1,1,0,4,3,20.0,100.0,20.0,100.0,42.0,18.0,46.8
1851,Colorado Avalanche,2023/12/19@ CHI,0,1,0,0,0,0,0,2,3,66.7,83.3,66.7,83.3,37.0,22.0,52.1
1852,Colorado Avalanche,2023/03/22vs PIT,0,1,0,0,0,0,0,2,5,33.3,50.0,33.3,50.0,30.0,45.0,41.3
1853,Colorado Avalanche,2022/03/13vs CGY,1,0,0,2,1,1,0,3,0,50.0,100.0,50.0,100.0,32.0,46.0,55.0
1854,Colorado Avalanche,2022/03/10@ CAR,0,1,0,0,0,0,0,0,2,0.0,100.0,0.0,100.0,36.0,37.0,55.2
1855,Colorado Avalanche,2022/01/17vs MIN,1,0,0,2,0,0,1,3,3,25.0,100.0,25.0,100.0,38.0,40.0,46.4
1856,Colorado Avalanche,2023/01/05@ VAN,0,1,0,0,0,0,0,2,4,20.0,85.7,20.0,85.7,32.0,43.0,42.4
1857,Colorado Avalanche,2023/10/17@ SEA,1,0,0,2,1,1,0,4,1,0.0,100.0,0.0,125.0,28.0,38.0,41.9
1858,Colorado Avalanche,2022/12/05@ PHI,0,1,0,0,0,0,0,3,5,20.0,33.3,20.0,33.3,32.0,34.0,51.1
1859,Colorado Avalanche,2023/01/10vs FLA,0,1,0,0,0,0,0,4,5,0.0,0.0,0.0,0.0,31.0,37.0,44.8
1860,Colorado Avalanche,2023/02/24@ WPG,1,0,0,2,1,1,0,5,1,0.0,80.0,0.0,80.0,36.0,27.0,52.5
1861,Colorado Avalanche,2022/12/03@ BOS,0,1,0,0,0,0,0,1,5,0.0,80.0,0.0,80.0,25.0,40.0,37.5
1862,Colorado Avalanche,2023/04/04@ SJS,1,0,0,2,0,1,0,4,3,0.0,0.0,0.0,0.0,42.0,31.0,41.3
1863,Colorado Avalanche,2022/12/01@ BUF,1,0,0,2,1,1,0,6,4,50.0,71.4,50.0,71.4,34.0,28.0,55.9
1864,Colorado Avalanche,2021/11/03vs CBJ,0,0,1,1,0,0,0,4,5,0.0,--,0.0,--,32.0,37.0,55.4
1865,Colorado Avalanche,2021/10/26vs VGK,0,1,0,0,0,0,0,1,3,0.0,100.0,-50.0,100.0,27.0,29.0,60.4
1866,Colorado Avalanche,2022/01/28@ CHI,1,0,0,2,1,1,0,6,4,66.7,100.0,66.7,100.0,27.0,43.0,46.5
1867,Colorado Avalanche,2023/10/19vs CHI,1,0,0,2,1,1,0,4,0,33.3,100.0,33.3,125.0,41.0,18.0,52.8
1868,Colorado Avalanche,2021/12/01@ TOR,0,1,0,0,0,0,0,3,8,25.0,100.0,25.0,100.0,31.0,41.0,34.4
1869,Colorado Avalanche,2021/12/04@ OTT,0,0,1,1,0,0,0,5,6,50.0,66.7,50.0,66.7,31.0,34.0,38.3
1870,Colorado Avalanche,2022/03/21vs EDM,1,0,0,2,0,1,0,3,2,40.0,100.0,40.0,100.0,31.0,25.0,43.9
1871,Colorado Avalanche,2024/01/06vs FLA,0,1,0,0,0,0,0,4,8,25.0,80.0,25.0,80.0,26.0,29.0,50.0
